# AS60325 Optiland Geofeed
# Geolocation information for the ip addresses of AS60325 Optiland Telecommunications I.K.E.

185.32.228.0/22,GR,GR-B,Serres,
185.75.49.0/24,GR,GR-B,Serres,
185.75.50.0/24,GR,GR-B,Serres,
185.75.51.0/24,GR,GR-B,Serres,
2a00:c960::/32,GR,GR-B,Serres,
